page        index   level   data    free    records 
468         47      0       15067   1065    247     
469         47      0       15067   1065    247     
470         47      0       15067   1065    247     
471         47      0       15067   1065    247     
472         47      0       15067   1065    247     
473         47      0       15067   1065    247     
474         47      0       15067   1065    247     
475         47      0       15067   1065    247     
476         47      0       15067   1065    247     
477         47      0       15067   1065    247     
478         47      0       15067   1065    247     
479         47      0       15067   1065    247     
480         47      0       15062   1076    232     
481         47      0       15048   1092    228     
482         47      0       15048   1092    228     
483         47      0       15048   1092    228     
484         47      0       15048   1092    228     
485         47      0       15048   1092    228     
486         47      0       15048   1092    228     
487         47      0       15048   1092    228     
488         47      0       15048   1092    228     
489         47      0       15048   1092    228     
490         47      0       15048   1092    228     
491         47      0       15048   1092    228     
492         47      0       15048   1092    228     
493         47      0       15048   1092    228     
494         47      0       15048   1092    228     
495         47      0       15048   1092    228     
496         47      0       15048   1092    228     
497         47      0       15048   1092    228     
498         47      0       15048   1092    228     
499         47      0       15048   1092    228     
500         47      0       15048   1092    228     
501         47      0       15048   1092    228     
502         47      0       15048   1092    228     
503         47      0       15048   1092    228     
504         47      0       15048   1092    228     
505         47      0       15048   1092    228     
506         47      0       15048   1092    228     
507         47      0       15048   1092    228     
508         47      0       15048   1092    228     
509         47      0       15048   1092    228     
510         47      0       15048   1092    228     
511         47      0       15048   1092    228     
512         47      0       15048   1092    228     
513         47      0       15048   1092    228     
514         47      0       15048   1092    228     
515         47      0       15048   1092    228     
516         47      0       15048   1092    228     
517         47      0       15048   1092    228     
518         47      0       15048   1092    228     
519         47      0       15048   1092    228     
520         47      0       15048   1092    228     
521         47      0       15048   1092    228     
522         47      0       15048   1092    228     
523         47      0       15048   1092    228     
524         47      0       15048   1092    228     
525         47      0       15048   1092    228     
526         47      0       15048   1092    228     
527         47      0       15048   1092    228     
528         47      0       15048   1092    228     
529         47      0       15048   1092    228     
530         47      0       15048   1092    228     
531         47      0       15048   1092    228     
532         47      0       15048   1092    228     
533         47      0       15048   1092    228     
534         47      0       15048   1092    228     
535         47      0       15048   1092    228     
536         47      0       15048   1092    228     
537         47      0       15048   1092    228     
538         47      0       15048   1092    228     
539         47      0       15048   1092    228     
540         47      0       15048   1092    228     
541         47      0       15048   1092    228     
542         47      0       15048   1092    228     
543         47      0       15048   1092    228     
544         47      0       15048   1092    228     
545         47      0       15048   1092    228     
546         47      0       15048   1092    228     
547         47      0       15048   1092    228     
548         47      0       15048   1092    228     
549         47      0       15048   1092    228     
550         47      0       15048   1092    228     
551         47      0       15048   1092    228     
552         47      0       15048   1092    228     
553         47      0       15048   1092    228     
554         47      0       15048   1092    228     
555         47      0       15048   1092    228     
556         47      0       15048   1092    228     
557         47      0       15048   1092    228     
558         47      0       15048   1092    228     
559         47      0       15048   1092    228     
560         47      0       15048   1092    228     
561         47      0       15048   1092    228     
562         47      0       15048   1092    228     
563         47      0       15048   1092    228     
564         47      0       15048   1092    228     
565         47      0       15048   1092    228     
566         47      0       15048   1092    228     
567         47      0       15048   1092    228     
568         47      0       15048   1092    228     
569         47      0       15048   1092    228     
570         47      0       15048   1092    228     
571         47      0       15048   1092    228     
572         47      0       15081   1051    246     
573         47      0       15067   1065    247     
574         47      0       15067   1065    247     
575         47      0       15067   1065    247     
576         47      0       15067   1065    247     
577         47      0       15067   1065    247     
578         47      0       15067   1065    247     
579         47      0       15067   1065    247     
580         47      0       15067   1065    247     
581         47      0       15067   1065    247     
582         47      0       15067   1065    247     
583         47      0       15067   1065    247     
584         47      0       15067   1065    247     
585         47      0       15067   1065    247     
586         47      0       15067   1065    247     
587         47      0       15067   1065    247     
588         47      0       15067   1065    247     
589         47      0       15067   1065    247     
590         47      0       15067   1065    247     
591         47      0       15067   1065    247     
592         47      0       15067   1065    247     
593         47      0       15067   1065    247     
594         47      0       15067   1065    247     
595         47      0       15067   1065    247     
596         47      0       15067   1065    247     
597         47      0       15067   1065    247     
598         47      0       15067   1065    247     
599         47      0       15067   1065    247     
600         47      0       15067   1065    247     
601         47      0       15067   1065    247     
602         47      0       15067   1065    247     
603         47      0       15067   1065    247     
604         47      0       15067   1065    247     
605         47      0       15067   1065    247     
606         47      0       15067   1065    247     
607         47      0       15067   1065    247     
608         47      0       15088   1046    243     
609         47      0       15048   1092    228     
610         47      0       15048   1092    228     
611         47      0       15048   1092    228     
612         47      0       15048   1092    228     
613         47      0       15048   1092    228     
614         47      0       15048   1092    228     
615         47      0       15048   1092    228     
